
wall;144;76;144;301;
wall;144;301;174;299;
wall;174;299;173;329;
wall;173;329;110;330;
wall;110;330;111;428;
wall;111;428;301;430;
wall;301;430;303;521;
wall;303;521;272;522;
wall;272;522;273;460;
wall;273;460;48;458;
wall;48;458;47;587;
wall;47;587;270;589;
wall;270;589;271;557;
wall;271;557;301;556;
wall;301;556;304;683;
wall;304;683;271;684;
wall;271;684;273;620;
wall;273;620;47;619;
wall;47;619;48;748;
wall;48;748;271;748;
wall;271;748;272;718;
wall;272;718;302;719;
wall;302;719;304;747;
wall;304;747;399;747;
wall;399;747;399;525;
wall;399;525;464;522;
wall;464;522;465;268;
wall;465;268;558;268;
wall;558;268;559;299;
wall;559;299;495;299;
wall;495;299;495;522;
wall;495;522;557;523;
wall;557;523;559;556;
wall;559;556;431;553;
wall;431;553;429;777;
wall;401;78;141;75;
wall;400;141;400;76;
